"STUDENT_ID","CLASS","TERM","STATUS","TYPE","PAID_DATE","MONTH","COMMENTS","BOOK","ACTIVITY","TERM_FEES","ADMISSION","TRANSPORT","DAYCARE","ART","DANCE","SNACKS","LUNCH","BF","ADHOC","OTHERS","TOTAL","ID","UNIFORM","SENTMAIL"
148,"PG","2",1,"CHEQUE","13/10/14","","Chq- 188450",0,2000,8500,0,2400,0,0,0,0,0,0,0,0,12900,185,0,0
149,"PG","2",1,"CASH","15/09/14","","Not opted 3D",0,0,8500,0,0,0,0,0,0,0,0,0,0,8500,186,0,0
150,"PG","2",0,"","",""," ",0,2000,8500,0,2400,0,0,0,0,0,0,0,0,12900,187,0,0
170,"PG","2",1,"CHEQUE","14/09/14","","000077",0,0,8500,0,0,0,0,0,0,0,0,0,0,8500,188,0,0
137,"PG","2",1,"NETBANKING","29/09/14","","  ref- 879097835A1 ",0,2000,8500,0,2400,0,0,0,0,0,0,0,0,12900,189,0,0
130,"PG","2",1,"NETBANKING","22/09/14","","650955297 ",0,2000,8500,0,2400,0,0,0,0,0,0,0,0,12900,190,0,0
144,"PG","2",1,"CHEQUE","14/09/14",""," 703668",0,2000,8500,0,2400,0,0,0,0,0,0,0,0,12900,191,0,0
173,"PG","2",1,"CASH","13/09/14","","3D Augmentation NOT Confirmed",3000,0,8500,5000,0,0,0,0,0,0,0,0,0,17750,192,1250,0
115,"NURSERY","2",1,"CHEQUE","20/09/14",""," CHQ- 106805 Day Care charges Rs.850 per month four months Rs.3400(included under book)",3400,2000,9000,0,2400,0,0,0,0,0,0,0,0,16800,193,0,0
108,"NURSERY","2",1,"CHEQUE","17/09/14","","3d Augmentation NOT opted Chq 713044",0,0,9000,0,0,0,0,0,0,0,0,0,0,9000,194,0,0
129,"NURSERY","2",1,"CHEQUE","15/09/14","","NO 3D. chq-759353",0,0,9000,0,0,0,0,0,0,0,0,0,0,9000,195,0,0
111,"NURSERY","2",1,"CASH","17/09/14","","  ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,196,0,0
91,"NURSERY","2",1,"NETBANKING","22/09/14","","Ref- 832362633A1 Day care Rs.5400 on book.",5400,2000,9000,0,0,0,0,0,0,0,0,0,0,16400,197,0,0
127,"NURSERY","2",1,"CASH","15/10/14","","  ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,198,0,0
119,"NURSERY","2",1,"NETBANKING","15/09/14","","795953634A1 ",0,2000,9000,0,2400,0,0,0,0,0,0,0,0,13400,199,0,0
95,"NURSERY","2",1,"CASH","17/09/14","","No 3D Augmentation",0,0,9000,0,1600,0,0,0,0,0,0,0,0,10600,200,0,0
161,"NURSERY","2",1,"CASH","13/10/14","","  ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,201,0,0
114,"NURSERY","2",1,"CASH","16/09/14","","NOT Opted 3D",0,0,9000,0,0,0,0,0,0,0,0,0,0,9000,202,0,0
105,"NURSERY","2",1,"CHEQUE","20/09/14","","Chq- 276230 Transport Rs.400 per month July to Dec 2014.",0,2000,9000,0,2400,0,0,0,0,0,0,0,0,13400,203,0,0
124,"NURSERY","2",1,"CHEQUE","13/10/14","","Chq- 459724 amt Rs.9000, 3D Augmentation cash paid Rs.2000",0,2000,9000,0,0,0,0,0,0,0,0,0,0,9000,205,0,0
125,"NURSERY","2",1,"NETBANKING","29/09/14",""," Ref -- SBIN614272640078 Transport Rs.300 per month Sep to Dec 14",0,2000,9000,0,1200,0,0,0,0,0,0,0,0,12200,206,0,0
156,"NURSERY","2",1,"NETBANKING","09/10/14",""," Paid Rs.9000/-Not opted for 3D Augmentation",0,0,9000,0,0,0,0,0,0,0,0,0,0,9000,207,0,0
112,"NURSERY","2",1,"CHEQUE","20/09/14","","CHQ- 354348 Transport Rs.250 Sep to Dec 14. Rs.600 considered for day care",0,2000,9000,0,1000,0,0,0,0,0,0,0,0,12600,208,600,0
101,"NURSERY","2",1,"NETBANKING","15/09/14","","796253328A1 ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,209,0,0
110,"NURSERY","2",1,"CASH","15/09/14",""," Did not opt for 3D. Day care amount put under Uninform",0,0,9000,0,0,0,0,0,0,0,0,0,0,10200,210,1200,0
123,"NURSERY","2",1,"CASH","29/09/14","","  ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,211,0,0
99,"NURSERY","2",1,"NETBANKING","01/11/14","","Dance Class Rs.900 from Sep to Dec 14 under uniform.Made from another account of Salt Lake.",0,2000,9000,0,2400,0,0,0,0,0,0,0,0,17000,212,3600,0
157,"NURSERY","2",1,"CHEQUE","13/10/14",""," Chq 000005  ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,213,0,0
25,"DayCare","",1,"NETBANKING","15/09/14","SEP","  ",0,0,0,0,0,3300,0,700,0,0,0,0,0,4000,214,0,0
100,"NURSERY","2",1,"NETBANKING","15/09/14",""," Rs.4000 day care under Uniform",0,2000,9000,0,0,0,0,0,0,0,0,0,0,15000,215,4000,0
122,"NURSERY","2",1,"CHEQUE","24/09/14","","601992  ",0,2000,9000,0,2400,0,0,0,0,0,0,0,0,13400,216,0,0
44,"DayCare","",1,"","","SEP","Ref:428509968640  KM AC",0,0,0,0,0,8200,0,0,0,0,0,0,0,8200,217,0,0
162,"LKG","2",1,"CHEQUE","07/09/14","","  Chq no 911475",0,2000,9000,0,0,0,0,0,0,0,0,0,0,15000,218,4000,0
80,"LKG","2",0,"","",""," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0
40,"DayCare","",1,"CASH","13/10/14","OCT","       ",0,0,0,0,400,1200,0,0,0,250,250,0,0,2100,220,0,1
94,"NURSERY","3",1,"NETBANKING","02/12/14","","  Total Fees: Rs.14,000/- Ref: KKBKH14336827346 ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,221,0,0
65,"DayCare","",1,"CASH","08/10/14","OCT","   ",0,0,0,0,0,1200,0,0,0,0,0,0,0,1200,222,0,1
90,"DayCare","",1,"CASH","06/10/14","OCT","     ",0,0,0,0,0,2600,0,0,0,0,0,1250,0,3850,223,0,0
13,"DayCare","",1,"NETBANKING","06/10/14","OCT","AD-HOC TUTION Fees.",0,0,0,0,400,1200,700,0,250,0,0,1250,0,3800,224,0,1
64,"DayCare","",1,"CHE","10/10/14","OCT","Cheque 000010 of amount Rs.12,550/-",0,0,0,0,600,5400,0,0,0,0,0,0,0,6000,225,0,0
31,"DayCare","",1,"NETBANKING","06/10/14","OCT","",0,0,0,0,600,3000,0,0,250,0,0,1200,0,5050,226,0,1
35,"DayCare","",1,"NETBANKING","13/10/14","OCT","ref: 970469969A1  ",0,0,0,0,0,3900,0,0,0,0,0,0,0,3900,227,0,1
18,"DayCare","",1,"NETBANKING","08/10/14","OCT","    ",0,0,0,0,400,2100,700,0,250,0,0,0,0,3450,228,0,1
28,"DayCare","",1,"NETBANKING","08/10/14","OCT","Transferred only Rs.1900/- ",0,0,0,0,400,1200,700,0,250,0,0,0,0,2550,229,0,1
45,"DayCare","",1,"NETBANKING","08/10/14","OCT","   ",0,0,0,0,600,1800,0,0,250,250,0,750,0,3650,230,0,1
63,"DayCare","",1,"CHEQUE","10/10/14","OCT","Dance is Abacus Fees Rs.500Cheque 000010 of amount Rs.12,550/-",0,0,0,0,600,1800,700,500,250,0,0,2700,0,6550,231,0,0
171,"PG","3",0,"","","","  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0
134,"PG","2",1,"CASH","29/09/14",""," Rs.14,100/- including DC",0,2000,8500,0,0,0,0,0,0,0,0,0,0,10500,233,0,0
168,"PG","2",0,"","",""," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0
172,"PG","3",1,"CHEQUE","05/01/14","","Second Instalment Rs.8500 pending Chq 764304 amt Rs.17,000 Surabhi Pratap",0,8500,8500,0,0,0,0,0,0,0,0,0,0,17000,235,0,0
147,"NURSERY","0",1,"NETBANKING","04/06/15","","779118175 KM AC    ",1000,3000,0,0,0,0,0,0,0,0,0,0,0,5550,236,1550,0
33,"DayCare","",1,"NETBANKING","18/09/14","SEP"," Abacus Rs.250",0,0,0,0,600,1500,0,0,250,250,0,250,0,2850,237,0,0
32,"DayCare","",1,"NETBANKING","29/09/14","SEP","  04851140197349  ",0,0,0,0,0,1200,0,0,0,0,0,3000,0,4200,238,0,0
174,"PG","2",1,"NETBANKING","13/10/14",""," Ad Hoc day Care Rs.1500 under bookNot opted for 3D Augmentation. ref 661651263 ",1500,0,8500,0,0,0,0,0,0,0,0,0,0,10000,239,0,0
140,"PG","2",1,"CASH","11/10/14","","Paid via cash and cheque.",0,0,7500,0,0,0,0,0,0,0,0,0,0,7500,240,0,0
33,"DayCare","",1,"NETBANKING","09/10/14","OCT","   ",0,0,0,0,600,1500,0,0,250,250,0,250,0,2850,241,0,1
19,"DayCare","",1,"CHEQUE","12/12/14","DEC"," Total Amt:Rs.7,600",0,0,0,0,600,2400,0,0,250,0,0,1400,0,4650,242,0,0
167,"DayCare","",1,"CHEQUE","06/10/14","OCT","000052",0,0,0,0,400,1200,0,0,0,0,0,0,0,1600,243,0,1
181,"DayCare","",0,"",""," "," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0
177,"DayCare","",1,"CHEQUE","3/11/14"," NOV"," Adminission: Rs.2500 Day Care.Cheque 000001",0,0,0,0,0,1800,0,0,0,0,0,4300,0,6100,246,0,0
182,"DayCare","",1,"CASH","01/09/14","SEP"," ",0,0,0,0,1200,250,0,700,250,0,0,0,0,2400,267,0,0
22,"DayCare","",1,"NETBANKING","10/10/14","OCT","KKBKH14284780071",0,0,0,0,0,3300,0,0,0,0,0,0,0,3300,275,0,1
36,"DayCare","",1,"CASH","15/10/14","OCT","  ",0,0,0,0,0,0,700,0,0,0,0,0,0,700,276,0,1
15,"DayCare","",1,"NETBANKING","07/10/14","OCT","428015904552",0,0,0,0,600,2400,0,700,250,0,0,0,0,3950,277,0,1
21,"DayCare","",1,"NETBANKING","06/10/14","OCT","  915596494A1 ",0,0,0,0,0,2700,0,0,0,0,0,0,0,2700,278,0,1
66,"DayCare","",1,"NETBANKING","05/10/14","OCT","KM AC 911013066A1 ",0,0,0,0,400,3600,0,0,0,0,0,0,0,4000,279,0,1
169,"DayCare","",1,"CASH","14/10/14","OCT","  ",0,0,0,0,0,1800,0,0,0,0,0,0,0,1800,280,0,1
16,"DayCare","",1,"CHEQUE","09/10/14","OCT","Chq-464867",0,0,0,0,0,3900,0,700,250,0,0,2000,0,6850,281,0,1
32,"DayCare","",1,"NETBANKING","10/10/14","OCT","956667214A1",0,0,0,0,400,1200,0,0,0,0,0,0,0,1600,282,0,1
57,"DayCare","",1,"CHEQUE","09/10/14","OCT","chq 794616",0,0,0,0,0,4500,0,0,0,0,0,0,0,4500,283,0,1
30,"DayCare","",1,"NETBANKING","06/10/14","OCT","  ",0,0,0,0,0,3600,0,0,0,0,0,0,0,3600,284,0,1
54,"DayCare","",1,"NETBANKING","07/10/14","OCT","CITIN14475993562",0,0,0,0,500,2100,0,700,250,250,0,0,0,3800,285,0,1
61,"DayCare","",1,"NETBANKING","06/10/14","OCT","  ",0,0,0,0,1250,4500,0,0,0,0,0,1500,0,7250,286,0,1
176,"DayCare","",1,"CASH","09/10/14","OCT","Did not come for Day Care, Art Fees for Elisha.",0,0,0,0,0,0,700,0,0,0,0,0,0,700,287,0,1
42,"DayCare","",1,"CASH","09/10/14","OCT","  ",0,0,0,0,0,3000,0,0,250,0,0,0,0,3250,288,0,1
58,"DayCare","",1,"CHEQUE","09/10/14","OCT","332287",0,0,0,0,500,3000,0,700,250,250,0,0,0,4700,289,0,1
26,"DayCare","",1,"NETBANKING","14/10/14","OCT","   ",0,0,0,0,1200,3000,0,700,250,250,0,0,0,5400,290,0,1
59,"DayCare","",1,"CHEQUE","09/10/14","OCT","607726",0,0,0,0,500,3000,0,0,250,250,0,0,0,4000,291,0,1
29,"DayCare","",1,"CASH","06/10/14","OCT","  ",0,0,0,0,0,2400,0,0,250,250,0,0,0,2900,292,0,1
49,"DayCare","",1,"NETBANKING","08/10/14","OCT","  ",0,0,0,0,0,3000,0,700,250,250,0,0,0,4200,294,0,1
53,"DayCare","",1,"CHEQUE","15/10/14","OCT","No-000006",0,0,0,0,400,2100,0,0,250,0,0,0,0,2750,295,0,1
62,"DayCare","",1,"CASH","15/10/14","OCT","  ",0,0,0,0,500,3600,0,0,0,0,0,0,0,4100,296,0,1
179,"DayCare","",1,"CASH","13/10/14","OCT","   ",0,0,0,0,0,1500,0,0,0,0,0,0,0,1500,297,0,1
17,"DayCare","",1,"NETBANKING","07/10/14","OCT","AXIR142803033052   ",0,0,0,0,0,3900,0,700,250,0,0,0,0,4850,298,0,1
43,"DayCare","",1,"NETBANKING","12/11/14","NOV","  Pending OCT 14 fees.Transferred Rs.5400 half month for NOV 14",0,0,0,0,400,2700,0,0,250,250,0,1800,0,5400,299,0,1
55,"DayCare","",1,"NETBANKING","13/10/14","OCT","VIJBH14286059544 ",0,0,0,0,0,6750,0,0,0,0,0,0,0,6750,300,0,1
52,"DayCare","",1,"CASH","08/10/14","OCT","  ",0,0,0,0,600,1500,0,-750,250,0,0,0,0,1600,301,0,1
41,"DayCare","",1,"CASH","09/10/14","OCT","  ",0,0,0,0,0,2400,0,0,250,0,0,0,0,2650,302,0,1
46,"DayCare","",1,"CASH","29/10/14","OCT","  ",0,0,0,0,0,2400,0,0,250,250,0,0,0,2900,303,0,1
87,"DayCare","",1,"CHEQUE","14/10/14","OCT","Chq 558364",0,0,0,0,400,1200,0,0,250,0,0,0,0,1850,304,0,1
89,"DayCare","",1,"CASH","08/10/14","OCT","  ",0,0,0,0,0,1200,0,0,0,0,0,0,0,1200,305,0,1
37,"DayCare","",1,"CASH","08/10/14","OCT","  ",0,0,0,0,400,3900,0,0,0,250,0,0,0,4550,306,0,1
8,"DayCare","",1,"NETBANKING","07/10/14","OCT","SBIN314280586274",0,0,0,0,0,2100,0,700,0,0,0,0,0,2800,307,0,1
25,"DayCare","",1,"NETBANKING","09/10/14","OCT","  ",0,0,0,0,0,3300,0,700,0,0,0,0,0,4000,308,0,1
11,"DayCare","",1,"NETBANKING","06/10/14","OCT","  ",0,0,0,0,400,600,0,0,0,0,0,0,0,1000,309,0,1
24,"DayCare","",1,"NETBANKING","27/10/14","OCT","667277827",0,0,0,0,600,1800,0,0,0,0,0,500,0,2900,310,0,1
6,"DayCare","",1,"NETBANKING","06/10/14","OCT","  ",0,0,0,0,0,1000,0,700,0,0,0,1000,0,2700,311,0,1
180,"DayCare","",1,"CASH","04/11/14","NOV","Paid Rs.3000 cash on 03/11/14 and paid Rs.3000 on 06/11/14",0,0,0,0,0,3000,0,0,0,0,0,3000,0,6000,312,0,0
9,"DayCare","",1,"CASH","06/10/14","OCT","  ",0,0,0,0,0,5400,0,0,0,0,0,0,0,5400,313,0,0
10,"DayCare","",1,"CASH","06/10/14","OCT"," Rs.500 adhoc Abacus",0,0,0,0,0,1200,0,700,250,0,0,500,0,2650,314,0,0
182,"DayCare","",1,"CASH","01/10/14","OCT","          ",0,0,0,0,1200,250,0,700,250,0,0,-2400,0,0,316,0,1
7,"DayCare","",1,"NETBANKING","06/10/14","OCT"," ",0,0,0,0,0,5200,0,0,0,0,0,325,0,5525,317,0,0
175,"DayCare","",1,"CHEQUE","06/10/14","OCT","276199",0,0,0,0,0,3000,0,700,250,250,0,0,0,4200,318,0,0
183,"PG","2",1,"CASH","04/11/14","","Paid Cash Rs.9300 on 08/10/14.Cash paid on 04/11/14 amount of Rs.6750",0,3000,6750,5000,0,0,0,0,0,0,0,0,0,16000,319,1250,0
34,"DayCare","",1,"CASH","08/10/14","OCT"," ",0,0,0,0,0,1200,0,0,0,0,0,0,0,1200,320,0,0
184,"DayCare","",1,"NETBANKING","09/10/14","OCT","KM AC",0,0,0,0,600,1800,0,0,250,0,0,0,0,2650,321,0,0
20,"DayCare","",1,"CHEQUE","12/12/14","DEC"," Total Fees: Rs.7,600chq 341544",0,0,0,0,600,1200,0,0,250,0,0,1000,0,3050,322,0,0
38,"DayCare","",1,"NETBANKING","16/10/14","OCT","  ",0,0,0,0,600,1800,0,0,0,0,0,0,0,2400,323,0,0
86,"DayCare","",1,"NETBANKING","16/10/14","OCT"," ",0,0,0,0,600,1800,0,0,0,0,0,0,0,2400,324,0,0
46,"DayCare","",1,"CASH","29/10/14","NOV"," ",0,0,0,0,0,2400,0,0,250,250,0,0,0,2900,325,0,0
29,"DayCare","",1,"CASH","01/11/14","NOV"," ",0,0,0,0,0,2400,0,0,250,250,0,0,0,2900,326,0,0
182,"DayCare","",1,"","","NOV","  ",0,0,0,0,1200,250,0,700,250,0,0,-2400,0,0,327,0,1
40,"DayCare","",1,"NETBANKING","02/11/14","NOV","KM NetBanking 430613219353",0,0,0,0,400,1200,0,0,0,250,250,0,0,2100,328,0,1
13,"DayCare","",1,"NETBANKING","06/11/14","NOV","113692684A1",0,0,0,0,400,1200,700,0,250,0,0,1250,0,3800,329,0,1
45,"DayCare","",1,"NETBANKING","06/11/14","NOV","673377029",0,0,0,0,600,1800,0,0,250,250,0,0,0,2900,330,0,1
175,"DayCare","",1,"CHEQUE","03/11/14","NOV","385712  ",0,0,0,0,0,3000,0,700,250,250,0,0,0,4200,331,0,1
90,"DayCare","",1,"CASH","10/11/14","NOV","  ",0,0,0,0,0,2600,0,0,0,0,0,0,0,2600,332,0,1
65,"DayCare","",1,"CASH","04/11/14","NOV","  ",0,0,0,0,0,1200,0,0,0,0,0,0,0,1200,333,0,1
22,"DayCare","",1,"CASH","03/11/14","NOV","Paid Cash Rs.3000  ",0,0,0,0,0,3000,0,0,0,0,0,0,0,3000,334,0,1
31,"DayCare","",1,"NETBANKING","03/11/14","NOV","89081807A1",0,0,0,0,600,3000,0,0,250,0,0,0,0,3850,335,0,1
35,"DayCare","",1,"NETBANKING","03/11/14","NOV","86611541A1",0,0,0,0,0,3900,0,0,0,0,0,0,0,3900,336,0,1
15,"DayCare","",1,"NETBANKING","04/11/14","NOV","430813272518",0,0,0,0,600,2400,0,700,250,0,0,0,0,3950,337,0,1
27,"DayCare","",1,"CASH","18/11/14","NOV","  ",0,0,0,0,0,1800,700,700,250,0,0,0,0,3450,338,0,1
21,"DayCare","",1,"NETBANKING","03/11/14","NOV","89183257A1",0,0,0,0,0,2700,0,0,0,0,0,0,0,2700,339,0,1
66,"DayCare","",1,"NETBANKING","04/11/14","NOV","KM AC ref 99239876A1 ",0,0,0,0,400,3600,0,0,0,0,0,0,0,4000,340,0,1
169,"DayCare","",1,"CASH","18/11/14","NOV","  ",0,0,0,0,0,1800,0,0,0,0,0,0,0,1800,341,0,1
24,"DayCare","",1,"NETBANKING","23/03/15","MAR","Vinaya AC 740498476 Mail sent manually on 18/03",0,0,0,0,600,3600,0,0,0,0,0,2400,0,6600,342,0,1
56,"DayCare","",1,"NETBANKING","04/11/14","NOV","KM AC Ref- 95236318A1",0,0,0,0,0,1800,0,700,250,0,0,0,0,2750,343,0,1
16,"DayCare","",1,"CHEQUE","20/11/14","NOV","  ",0,0,0,0,0,3900,0,700,250,0,0,0,0,4850,344,0,1
32,"DayCare","",1,"NETBANKING","07/11/14","NOV","116782030A1    ",0,0,0,0,400,1800,0,0,0,0,0,0,0,2200,345,0,1
57,"DayCare","",0,"","","NOV"," ",0,0,0,0,0,4500,0,0,0,0,0,0,0,4500,346,0,1
30,"DayCare","",1,"NETBANKING","06/11/14","NOV","109685679A1",0,0,0,0,0,3600,0,0,0,0,0,0,0,3600,347,0,1
54,"DayCare","",1,"NETBANKING","03/11/14","NOV","CITIN14483902367",0,0,0,0,500,2100,0,700,250,250,0,0,0,3800,348,0,1
9,"DayCare","",1,"CASH","04/11/14","NOV","  ",0,0,0,0,0,5400,0,0,0,0,0,0,0,5400,349,0,0
61,"DayCare","",1,"NETBANKING","04/11/14","NOV","94448913A1",0,0,0,0,1250,4500,0,0,0,0,0,0,0,5750,350,0,1
42,"DayCare","",1,"CASH","03/11/14","NOV","    ",0,0,0,0,0,3000,0,0,250,0,0,0,0,3250,351,0,1
6,"DayCare","",1,"NETBANKING","14/11/14","NOV","  ",0,0,0,0,0,1000,0,700,0,0,0,0,0,1700,352,0,0
58,"DayCare","",1,"CHEQUE","20/11/14","NOV","   332290",0,0,0,0,500,2400,0,700,250,250,0,0,0,4100,353,0,1
26,"DayCare","",1,"NETBANKING","20/11/14","NOV","  ",0,0,0,0,1200,3000,0,700,250,250,0,0,0,5400,354,0,1
59,"DayCare","",1,"CHEQUE","04/11/14","NOV","CHq amount of Rs.4000 excess paid Rs.600. 607727",0,0,0,0,500,2400,0,0,250,250,0,0,0,3400,355,0,1
49,"DayCare","",1,"NETBANKING","05/11/14","NOV","SBIN914309763196  ",0,0,0,0,0,3000,0,700,250,250,0,0,0,4200,356,0,1
62,"DayCare","",1,"CASH","03/11/14","NOV","",0,0,0,0,500,3600,0,0,0,0,0,0,0,4100,357,0,0
179,"DayCare","",1,"CASH","10/11/14","NOV","  ",0,0,0,0,0,4500,0,0,0,0,0,0,0,4500,358,0,1
184,"DayCare","",1,"NETBANKING","07/11/14","NOV","NB20501411078527 KM AC",0,0,0,0,600,1800,1400,0,250,0,0,150,0,4200,359,0,0
18,"DayCare","",1,"NETBANKING","05/11/14","NOV","CITIN14484314825",0,0,0,0,400,2100,700,0,250,0,0,0,0,3450,360,0,0
41,"DayCare","",1,"CASH","04/11/14","NOV","Pending Rs.400/-",0,0,0,0,0,2400,0,0,250,0,0,0,0,2650,361,0,0
11,"DayCare","",1,"CASH","04/11/14","NOV"," ",0,0,0,0,400,600,0,0,0,0,0,0,0,1000,362,0,0
10,"DayCare","",1,"CASH","04/11/14","NOV"," ",0,0,0,0,0,1200,0,700,250,0,0,950,0,3100,363,0,0
89,"DayCare","",1,"CASH","04/11/14","NOV"," ",0,0,0,0,0,1200,0,0,0,0,0,0,0,1200,364,0,0
63,"DayCare","",1,"CHEQUE","04/11/14","NOV"," 000011",0,0,0,0,600,1800,700,500,250,0,0,0,0,3850,365,0,0
64,"DayCare","",1,"CHEQUE","03/11/14","NOV","000011",0,0,0,0,600,5400,0,0,0,0,0,0,0,6000,366,0,0
17,"DayCare","",1,"NETBANKING","07/11/14","NOV","AXIR143117294528 ",0,0,0,0,0,3900,0,700,250,0,0,0,0,4850,367,0,0
186,"DayCare","",1,"CASH","19/11/14","NOV","  ",0,0,0,0,500,3300,0,0,0,0,0,-300,0,3500,368,0,1
55,"DayCare","",1,"NETBANKING","10/11/14","NOV","VIJBH14314023417 ",0,0,0,0,0,6750,0,0,0,0,0,0,0,6750,369,0,1
34,"DayCare","",1,"CASH","18/11/14","NOV","  ",0,0,0,0,0,1200,0,0,0,0,0,0,0,1200,370,0,1
33,"DayCare","",1,"NETBANKING","18/11/14","NOV","179985328A1   ",0,0,0,0,600,1500,0,0,250,250,0,500,0,3100,371,0,0
37,"DayCare","",1,"NETBANKING","04/01/15","JAN"," Total Fees: Rs.22,200/- Ref:472884943A1 Narration: 00531000127317 -TPT-Tution Fee  ",0,0,0,0,400,3900,0,0,0,250,0,2600,0,7150,372,0,1
8,"DayCare","",1,"NETBANKING","11/11/14","NOV","SBIN314315895691",0,0,0,0,0,2100,0,700,0,0,0,0,0,2800,373,0,1
25,"DayCare","",1,"NETBANKING","10/11/14","NOV","  ",0,0,0,0,0,3300,0,700,0,0,0,0,0,4000,374,0,1
28,"DayCare","",1,"NETBANKING","11/11/14","NOV","    ",0,0,0,0,400,1200,700,0,250,0,0,1150,0,3700,375,0,0
187,"PG","2",1,"CASH","06/11/14",""," Paid Cash Rs.10000",0,0,13500,0,0,0,0,0,0,0,0,0,0,13500,376,0,0
7,"DayCare","",1,"NETBANKING","14/11/14","NOV"," ",0,0,0,0,0,5200,0,0,0,0,0,0,0,5200,377,0,0
38,"DayCare","",1,"NETBANKING","08/12/14","DEC","306621908A1  ",0,0,0,0,600,1800,0,0,0,0,0,2400,0,4800,378,0,0
189,"PG","2",1,"NETBANKING","13/11/14","","CITIN14486977110 KM ACC",0,0,15100,0,0,0,0,0,0,0,0,0,0,15100,379,0,0
188,"PG","2",1,"NETBANKING","13/11/14","","676913470 KM AC",0,0,15100,0,0,0,0,0,0,0,0,0,0,15100,380,0,0
31,"DayCare","",1,"NETBANKING","02/12/14","DEC","  268467989A1 ",0,0,0,0,600,3000,0,0,250,0,0,0,0,3850,381,0,0
102,"NURSERY","3",1,"NETBANKING","02/12/14","","  Amount Rs.14,850  ref 268467989A1 ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,382,0,0
98,"NURSERY","3",1,"CASH","04/12/14","","  ",0,2000,9000,0,1800,0,0,0,0,0,0,0,0,12800,383,0,0
22,"DayCare","",1,"NETBANKING","02/12/14","DEC","  ",0,0,0,0,0,3000,0,0,0,0,0,0,0,3000,384,0,0
128,"NURSERY","3",1,"CASH","03/02/15","","",0,0,9000,0,0,0,0,0,0,0,0,0,0,9000,385,0,0
126,"NURSERY","3",1,"NETBANKING","02/12/14","","KM AC CITIN14493170456 ",0,2000,9000,0,1800,0,0,0,0,0,0,0,0,12800,386,0,0
180,"DayCare","",1,"CHEQUE","04/12/14","DEC","With school Qtr Fees",0,0,0,0,0,3000,0,0,0,0,0,0,0,3000,387,0,0
155,"NURSERY","3",1,"CHEQUE","03/12/14",""," Total Fees: Rs.14,000/-Chq of Amount Rs.12000/- number 505739 to KM AC",0,0,9000,0,0,0,0,0,0,0,0,0,0,9000,388,0,0
97,"NURSERY","3",1,"NETBANKING","09/01/15","","511347071A1  ",0,2000,9000,0,1800,0,0,0,0,0,0,0,0,12800,389,0,0
113,"NURSERY","3",1,"CASH","05/01/15","","  ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,390,0,0
159,"NURSERY","3",1,"CHEQUE","02/12/14",""," Rs.1550 art class feesKM Chq no 000029",1550,0,9250,0,0,0,0,0,0,0,0,0,0,10800,391,0,0
107,"NURSERY","3",1,"CASH","01/09/14",""," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0
117,"NURSERY","3",1,"NETBANKING","03/12/14","","CITIN14493483509 refund Rs.600 paid more",0,2000,9000,0,1800,0,0,0,0,0,0,0,0,12800,393,0,0
96,"NURSERY","3",1,"CASH","09/12/14","","  ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,394,0,0
154,"NURSERY","3",1,"CHEQUE","28/01/15","","Opted for 3D chq- 050392",0,2000,9000,0,2400,0,0,0,0,0,0,0,0,13400,395,0,0
42,"DayCare","",1,"CASH","02/1214","DEC","  ",0,0,0,0,0,3000,0,0,250,0,0,0,0,3250,396,0,0
93,"NURSERY","3",1,"CASH","02/12/14","","  ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,397,0,0
158,"NURSERY","3",1,"CASH","15/12/14","","",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,398,0,0
115,"NURSERY","3",1,"CHEQUE","20/01/15","","Chq 000026 amt Rs.13,650  Day Care Jan 2015 Rs.850",850,2000,9000,0,1800,0,0,0,0,0,0,0,0,13650,399,0,0
108,"NURSERY","3",1,"CHEQUE","20/01/15",""," Chq 243514  ",0,0,9000,0,0,0,0,0,0,0,0,0,0,9000,400,0,0
129,"NURSERY","3",1,"CASH","07/01/15","","",0,0,9000,0,1600,0,0,0,0,0,0,0,0,10600,401,0,0
91,"NURSERY","3",1,"NETBANKING","15/12/14",""," Total Fees Rs.16,400/-   ref: 350392004A1 ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,402,0,0
111,"NURSERY","3",1,"CASH","04/12/14","","  ",0,2000,9000,0,0,0,0,0,0,0,0,0,0,11000,403,0,0
